id,Rings
90615,9.797904115244425
90616,9.821454571864773
90617,10.214557139071053
90618,10.418306032290856
90619,7.645684349326832
90620,9.296270783567731
90621,10.96503802579882
90622,6.210450155827118
90623,7.984586987689266
90624,11.405215346852051
90625,12.269485356484417
90626,6.16742390333528
90627,10.74530881016304
90628,13.379729497710688
90629,7.498402274038912
90630,7.4029250846599135
90631,12.193592745506615
90632,5.696914995865142
90633,10.073984933338316
90634,10.144361938634217
90635,6.380384868437925
90636,7.2704144506931065
90637,9.625002366374884
90638,8.793348793472514
90639,9.835718892544831
90640,10.778049078744383
90641,8.32573112764848
90642,10.15069242647429
90643,5.642107600532665
90644,11.164389155496771
90645,10.346544733407223
90646,9.239055831396689
90647,12.043608541746295
90648,12.800375195702749
90649,13.571502811909246
90650,10.01964643731015
90651,9.177761748884405
90652,8.603791563078605
90653,12.209609031498486
90654,6.147709260818182
90655,8.170574782898132
90656,10.980095303396475
90657,8.293361498745362
90658,6.836484621671456
90659,9.498991775573549
90660,7.16439809289678
90661,8.221954942869532
90662,7.116613413719979
90663,9.423341521499157
90664,7.656721907130038
90665,13.341188817664804
90666,9.013977314464835
90667,5.747172033724034
90668,10.055644223677032
90669,9.616205463316303
90670,9.427832225446812
90671,10.758249639562374
90672,8.908240615003109
90673,12.985217492643114
90674,7.506573333470565
90675,5.376047605968437
90676,11.984518474829434
90677,11.185179834190663
90678,4.500591521744911
90679,9.359278216171404
90680,9.862294186274568
90681,9.599249538694478
90682,15.799374852073555
90683,10.527181134340783
90684,12.14268546798358
90685,10.975092900316366
90686,7.052026068017271
90687,10.334180971272165
90688,8.978626185065924
90689,10.816729423571042
90690,19.81092949974214
90691,8.028678018918926
90692,10.993167592401463
90693,12.292752725912562
90694,9.24040457742382
90695,8.86530397476024
90696,9.956081286021035
90697,7.326473577517062
90698,9.690653337967692
90699,5.108324896697576
90700,10.914401417606845
90701,10.406435276855209
90702,9.792787868992436
90703,12.68467438379462
90704,4.743939559014576
90705,11.625161654999163
90706,11.82931195093544
90707,6.108298133178971
90708,8.517550653498514
90709,9.309238920986038
90710,9.708424799692644
90711,9.430061400883691
90712,9.062889038466533
90713,15.13975097172243
90714,7.162369280524392
90715,8.7429527119448
90716,7.249143370522957
90717,9.47941263351218
90718,4.22393502505186
90719,5.516914929197221
90720,10.809435107517313
90721,9.244939360298543
90722,9.175566086506121
90723,7.918061402394201
90724,9.93409763559139
90725,6.711902639766087
90726,7.577992692581681
90727,8.513614471619306
90728,10.433489728963826
90729,10.301181409857762
90730,10.34119111432795
90731,5.630989000115314
90732,7.938941921801714
90733,11.089988402207723
90734,9.057976769290217
90735,7.9297019370596935
90736,7.571949753635341
90737,5.683912858680395
90738,7.0262275748571925
90739,14.997604824141352
90740,10.696997720931478
90741,5.536289910373516
90742,9.605711128570242
90743,12.404035415604481
90744,7.140072462145105
90745,8.284019513029438
90746,8.096275977314809
90747,4.2744046222271095
90748,15.296595346433941
90749,9.513068790253337
90750,4.026201142910012
90751,7.1181758552239565
90752,8.603612391239492
90753,8.212850981600917
90754,9.084764293588483
90755,8.758918486000288
90756,8.920190248800887
90757,11.849699275982537
90758,8.853497051738108
90759,7.482727170238558
90760,7.815848155451347
90761,9.797237076210235
90762,9.085306280718846
90763,9.185444580235973
90764,14.332867348961456
90765,10.84891857480205
90766,7.431937574465187
90767,14.958711412694933
90768,13.066357379282556
90769,6.08198872723706
90770,10.994526954650416
90771,10.504150045137019
90772,5.755454596543873
90773,8.048905999869932
90774,7.3481730700597305
90775,9.641383196094191
90776,7.5205587268934995
90777,11.694390703156007
90778,10.350911306816489
90779,10.329234676317986
90780,10.401394099298386
90781,11.209446271203259
90782,7.864567714973729
90783,11.79215785825379
90784,6.715965211146903
90785,8.480555735374011
90786,6.0973875341759705
90787,8.976729107231568
90788,4.195973174224133
90789,11.277737687789976
90790,8.46094524973763
90791,6.772461283350084
90792,6.85970554206554
90793,6.586804342175826
90794,5.675610479614052
90795,11.338414244339155
90796,10.902930880868453
90797,10.170632646061247
90798,11.528174877915154
90799,8.203643979892266
90800,16.166243944746356
90801,10.616609393422502
90802,6.892929203315694
90803,11.0754328684378
90804,16.795019957466476
90805,10.65175045165566
90806,8.9040343564526
90807,10.359839081293867
90808,9.659255737698041
90809,12.526688481031435
90810,9.318075219206094
90811,9.505193764458205
90812,5.996221952855844
90813,10.01061442702143
90814,7.473951442588925
90815,7.920647977622645
90816,5.449618646184282
90817,9.967781540546824
90818,9.282822737023114
90819,7.059360898265638
90820,6.92702597161755
90821,10.017182677172292
90822,6.930674876315249
90823,5.9809865176957535
90824,12.935664244100877
90825,8.173284458980135
90826,5.510028168018099
90827,3.9675205775123077
90828,10.35319541706092
90829,11.328928866335172
90830,9.358648621484525
90831,8.383962755314576
90832,9.305224903631709
90833,11.592525715053533
90834,10.084581655604657
90835,9.650345472139703
90836,8.713936868611139
90837,5.241214123242725
90838,10.91893149369253
90839,8.409915345885452
90840,9.28462278250924
90841,11.395992096664273
90842,12.511295859603424
90843,10.847356837703776
90844,13.476944337861452
90845,10.89459923812482
90846,12.764781005528926
90847,6.976735747898825
90848,9.631340055121454
90849,9.509183892044122
90850,9.255066541171475
90851,13.553426430603727
90852,6.239566251015625
90853,11.14649218307755
90854,11.541295464134826
90855,7.0080780050728615
90856,9.147476145538535
90857,11.000060676872256
90858,11.683722758384114
90859,10.550782007771666
90860,12.478205697232525
90861,9.601524367176767
90862,11.32438054379013
90863,8.90468583862863
90864,8.741124818415752
90865,14.907264480101102
90866,16.49328059084587
90867,11.661407067182475
90868,11.955352700430833
90869,8.039881713626887
90870,12.607623511242252
90871,11.907393598851165
90872,15.503513699839518
90873,8.352411987492847
90874,14.29927082318364
90875,8.56465228007746
90876,10.550746202550505
90877,9.453136498296828
90878,7.973482161367766
90879,9.143339235348659
90880,8.249355076934524
90881,12.883992744653261
90882,10.702895345510047
90883,11.477242473101834
90884,13.198990964473847
90885,10.688655282408892
90886,13.951428972189083
90887,5.542511160561397
90888,9.144926940345382
90889,13.652268625677968
90890,10.232513480991592
90891,11.32420493554161
90892,11.105893293616647
90893,4.271348324676048
90894,11.95385511548129
90895,11.530165191451133
90896,6.567791834178192
90897,5.532722218474923
90898,5.69022963220151
90899,14.495430621388845
90900,11.127814829386306
90901,12.02692376798605
90902,8.583669234874524
90903,6.829398758500414
90904,7.159613838524722
90905,7.795803477077653
90906,7.473983209030003
90907,10.219917154096827
90908,4.221932267431284
90909,14.128736681384117
90910,9.775753685746801
90911,7.962065324135766
90912,17.926179412618712
90913,9.311310389093805
90914,9.229201923641028
90915,6.753230471728719
90916,8.898212924243099
90917,12.217992710487845
90918,7.613636003240369
90919,8.709468262201957
90920,11.929152345819125
90921,6.901204298710204
90922,7.62139481698722
90923,9.713549412262209
90924,10.131107404434303
90925,10.776957587423377
90926,10.972337557486803
90927,10.258333948540713
90928,13.800428954996157
90929,12.355228051286586
90930,10.403755603841718
90931,11.30422482772055
90932,14.012825399726177
90933,10.35058671255029
90934,14.142113856946409
90935,8.54909219354605
90936,10.24041566572135
90937,11.6191808339514
90938,9.368831938264309
90939,9.436947368481043
90940,8.05034546610567
90941,7.502913419215782
90942,5.421815956800253
90943,12.861253369302993
90944,7.006138466468408
90945,9.439651281683917
90946,9.241008604855505
90947,10.712894787435701
90948,10.940029306665853
90949,12.664681529181156
90950,11.128420637683362
90951,10.01933794892162
90952,8.218934878624955
90953,7.204749175731276
90954,11.079635219780513
90955,8.437942677148875
90956,8.19980864261434
90957,10.714071535681336
90958,3.9307639200171867
90959,7.473890347564634
90960,11.258498809908586
90961,7.04962197610002
90962,10.985587329188787
90963,5.440728541258378
